Eine Konstante c (nur ganze Zahlen) eingeben:

Gefundene Loesungen:

[00369] x:    1  |  y:  167  |  z:   32
[00370] x:    1  |  y:  168  |  z:   31
[00371] x:    1  |  y:  169  |  z:   30
[00372] x:    1  |  y:  170  |  z:   29
[00373] x:    1  |  y:  171  |  z:   28
[00374] x:    1  |  y:  172  |  z:   27
[00375] x:    1  |  y:  173  |  z:   26
[00376] x:    1  |  y:  174  |  z:   25
[00377] x:    1  |  y:  175  |  z:   24
[00378] x:    1  |  y:  176  |  z:   23
[00379] x:    1  |  y:  177  |  z:   22
[00380] x:    1  |  y:  178  |  z:   21
[00381] x:    1  |  y:  179  |  z:   20
[00382] x:    1  |  y:  180  |  z:   19
[00383] x:    1  |  y:  181  |  z:   18
[00384] x:    1  |  y:  182  |  z:   17
[00385] x:    1  |  y:  183  |  z:   16
[00386] x:    1  |  y:  184  |  z:   15
[00387] x:    1  |  y:  185  |  z:   14
[00388] x:    1  |  y:  186  |  z:   13
[00389] x:    1  |  y:  187  |  z:   12
[00390] x:    1  |  y:  188  |  z:   11
[00391] x:    1  |  y:  189  |  z:   10
[00392] x:    1  |  y:  190  |  z:    9
[00393] x:    1  |  y:  191  |  z:    8
[00394] x:    1  |  y:  192  |  z:    7
[00395] x:    1  |  y:  193  |  z:    6
[00396] x:    1  |  y:  194  |  z:    5
[00397] x:    1  |  y:  195  |  z:    4
[00398] x:    1  |  y:  196  |  z:    3
[00399] x:    1  |  y:  197  |  z:    2
[00400] x:    1  |  y:  198  |  z:    1
[00401] x:    1  |  y:  199  |  z:    0
[00402] x:    2  |  y:    0  |  z:  198
[00403] x:    2  |  y:    1  |  z:  197
[00404] x:    2  |  y:    2  |  z:  196
[00405] x:    2  |  y:    3  |  z:  195
[00406] x:    2  |  y:    4  |  z:  194
[00407] x:    2  |  y:    5  |  z:  193
[00408] x:    2  |  y:    6  |  z:  192
[00409] x:    2  |  y:    7  |  z:  191
[00410] x:    2  |  y:    8  |  z:  190
[00411] x:    2  |  y:    9  |  z:  189
[00412] x:    2  |  y:   10  |  z:  188
[00413] x:    2  |  y:   11  |  z:  187
[00414] x:    2  |  y:   12  |  z:  186
